SupplierID,SupplierName,SupplierStreet,SupplierCounty,SupplierState,SupplierZip
863352,Sun Healthcare Group Inc.,110 ARGENT ALY,Waco,Vermont,99255
872212,DST Systems,106 BEHR AVE,Medford,Massachusetts,9081
740819,CMGI Inc.,116 BLACKSTONE CT,Pembroke Pines,Illinois,19949
941205,Symbol Technologies Inc,151 EAST CRYSTAL COVE TER,Overland Park,Oklahoma,15326
941982,Questar Corp,171 MARVIEW WAY,Grand Prairie,Montana,78763
474424,Nortek Inc,62 HUNT ST,Escondido,New Hampshire,79235
384111,Vulcan Materials Company,103 TAYLOR ST,North Las Vegas,Illinois,1437
41837,MDU Resources Group Inc.,28 BLANDY ST,Paterson,Michigan,50892
476237,The Alpine Group,192 FORTUNA AVE,Providence,North Carolina,59043
214142,Mercury General Corporation,126 WATT AVE,Ann Arbor,West Virginia,19520
525686,Safeguard Scientifics Inc.,73 ROCKLAND ST,Bonita Springs,Louisiana,496
300077,Nextel Communications Inc,146 LAGUNITAS DR,New Haven,Oregon,94495
846392,Fifth Third Bancorp,51 BOWLEY CT,Sioux City,New Jersey,94902
683639,Banta Corporation,187 NAVAJO AVE,Scranton,California,58005
1332,Gold Kist Inc.,177 CONSTANSO WAY,Charlotte,Pennsylvania,2060
628256,SCI Systems Onc.,82 BLACKSTONE CT,Olympia,Rhode Island,18266
577142,Dana Corporation,132 WASHBURN ST,Tallahassee,Arizona,51467
32183,Qwest Communications Intl Inc,39 EVE ST,Kaneohe,New Hampshire,81154
247735,Computer Sciences Corp.,98 44TH AVE,Marysville,North Dakota,16030
996412,Hillenbrand Industries Inc.,74 MCRAE ST,Odessa,North Dakota,96152
372593,Universal Corporation,144 FAITH ST,Tempe,Alaska,59859
973978,Del Monte Foods Co,166 LOCKSLEY AVE,El Paso,Missouri,3264
759303,Pinnacle West Capital Corp,87 MISSION BAY BLVD SOUTHSOUTH,Peoria,Maryland,19806
417635,Safeway Inc,179 HARRIET ST,New Bedford,South Carolina,16240
380,Tribune Company,58 LETTERMAN HOSPITAL ACCESS,Fremont,Tennessee,63991
381,Encompass Services Corporation,61 WIESE ST,Ontario,Oklahoma,19883
218591,H&R Block Inc.,116 19TH ST,Modesto,South Dakota,79921
317577,National City Corp.,183 TIFFANY AVE,Birmingham,Massachusetts,11445
730610,Nordstrom Inc,174 CAMPTON PL,Cleveland,North Carolina,89187
534076,BJ's Wholesale Club,173 MERCED AVE,Sunnyvale,Rhode Island,94546
86923,Northeast Utilities System,103 HAMPSHIRE ST,North Port,South Carolina,30255
185394,Sovereign Bancorp Inc.,20 ALBERTA ST,Detroit,Minnesota,41434
518491,Trump Hotels & Casino Resorts Inc.,34 SKYLINE BLVD,Syracuse,Missouri,27984
360610,Terex Corp,189 HWY 101 NORTHBOUND,Laredo,Nevada,26655
34817,Henry Schein Inc.,174 COLLEEN WAY,Fitchburg,Nebraska,92907
190181,Metris Companies Inc,40 22ND AVE,Pensacola,Wyoming,43728
569409,Eastman Kodak Company,182 SEA VIEW TER,South Bend,Hawaii,99354
93365,J.C. Penny Co.,19 JEROME ALY,Overland Park,Massachusetts,83273
718431,Sabre Holdings Corp,117 TRINITY ST,Kaneohe,Maine,43123
705273,Dominion Resources,178 GRAFTON AVE,Harrisburg,Arizona,46529
33973,LandAmerica Financial Group Inc.,41 BERKELEY WAY,Poughkeepsie,Wisconsin,69386
373758,Science Applications Intl. Inc.,62 MERCHANT RD,Pembroke Pines,Rhode Island,5501
679742,Ohio Casualty Corp.,71 INDUSTRIAL ST OFF RAMP,Daytona Beach,Maryland,1401
198484,BB&T Corporation,151 CITYVIEW WAY,Bryan,Maryland,60636
161237,Penn Traffic Co.,164 CHICAGO WAY,Harlingen,Oregon,87462
125412,Continental Airlines Inc.,42 SAN ANDREAS WAY,Jefferson,Oklahoma,48496
389622,Plains All American Pipeline LP,114 MISSISSIPPI ST,Layton,Connecticut,60679
970440,Oxford Health Plans Inc,3 MAPLE ST,Bellevue,Michigan,65772
204065,Staples Inc,74 DICHIERA CT,Lakewood,Utah,59033
474711,Sierra Health Services Inc,26 IRVING ST,Duluth,Connecticut,41480
248922,Principal Financial Group Inc.,122 WATCHMAN WAY,Roseville,Oklahoma,13649
845349,Pharmacia Corp,84 HICKORY ST,Salinas,Nevada,16711
408,Great Lakes Chemical Corporation,95 ORDWAY ST,Gainesville,North Dakota,91057
941556,Metals USA Inc.,103 CHICAGO WAY,Mobile,Nebraska,63379
113112,Ocean Energy Inc,134 CITYVIEW WAY,Washington,North Dakota,81946
219170,Gap Inc.,132 CEDRO AVE,Lakewood,Maryland,54349
228461,Tower Automotive Inc.,29 SALMON ST,Torrance,Michigan,76068
593259,Western Digital Inc,166 DIAZ AVE,Louisville,Ohio,97360
658892,Genzyme Corporation,122 14TH ST,Little Rock,Tennessee,53079
372904,Maxtor Corporation,64 HALLAM ST,New Haven,Oregon,11704
190746,PerkinElmer Inc,159 PINO ALY,Jefferson,Illinois,1633
185847,Silicon Graphics Inc,129 RAMSELL ST,Scottsdale,Montana,61373
23823,Polo Ralph Lauren Corp,119 JOY ST,Saginaw,Nevada,30994
538196,Potomac Electric Power Co.,155 11TH TI ST,Richmond County,Kentucky,25903
787935,Sara Lee Corp,20 MOLIMO DR,Macon,Michigan,24574
475746,Avon Products,5 YOUNG ST,Mission Viejo,Arkansas,67064
103736,Northeast Utilities System,6 22ND ST,Wilmington,Washington,88746
561798,Value City Department Stores Inc,11 LANE ST,Cambridge,Oklahoma,67153
857985,GATX Corporation,66 CAMELLIA AVE,Chesapeake,Wisconsin,35762
586680,Saks Inc,30 MARSHALL ST,Chandler,Colorado,66614
314308,E.W. Scripps Company,181 JOSIAH AVE,Orange,Tennessee,49606
646472,Foster Wheeler Ltd.,89 VAN KEUREN AVE,Panama City,Alaska,19870
247331,Bemis Company,156 ESPANOLA ST,Plano,New Hampshire,50787
60118,Banta Corporation,127 KERN ST,Elizabeth,New York,42057
391220,The MONY Group Inc.,117 CHILD ST,Apple Valley,Nebraska,22169
740997,Applied Industrial Technologies,56 MURRAY LN,Marysville,Florida,63269
243394,Protective Life Corp,96 SHORT ST,Charlotte,Kansas,2233
809947,Allmerica Financial Corporation,192 MANSELL ST,Roseville,Illinois,52920
765013,Crane Co.,64 BRET HARTE TER,Port Orange,North Carolina,83164
178902,J.C. Penny Co.,86 MACEDONIA ST,Warren,Arkansas,87525
983665,NCR Corporation,13 DIAMOND HEIGHTS BLVD,Orem,Tennessee,45917
536620,CNF Inc.,75 CRESPI DR,Panama City,Rhode Island,90661
298490,Intel Corporation,83 KING ST,Indianapolis,Michigan,17358
84479,Dover Corporation,116 URBANO DR,Flint,Iowa,47490
636936,AFLAC Incorporated,78 BLACK PL,Wilmington,Wyoming,45847
457180,Barnes & Noble,128 FARNUM ST,Harlingen,Colorado,74353
866711,Del Monte Foods Co,113 IRONWOOD WAY,Scottsdale,Rhode Island,10135
316672,Commercial Metals Co.,80 LEESE ST,Apple Valley,Arizona,80913
786935,International Paper Co.,151 LEIDESDORFF ST,Harrisburg,Maryland,56593
899238,Washington Mutual Inc,63 KEYES AVE,Corona,Utah,80698
932847,Potlatch Corp,26 PARIS ST,Gainesville,Nevada,35205
659255,Intuit Inc.,60 LETTERMAN HOSPITAL ACCESS,Nashua,Wyoming,5333
156568,Silgan Holdings Inc.,100 OLD CHINATOWN LN,Chula Vista,Michigan,95978
891012,RGS Energy Group Inc,81 ORBEN PL,Youngstown,Oklahoma,82417
707167,Budget Group,121 LOEHR ST,Palm Bay,Colorado,49061
451,Intel Corporation,142 ARROYO WAY,Santa Clara,Arizona,76051
760479,Constellation Brands Inc.,67 OCEANVIEW TER,Hartford,Nebraska,76393
496982,Safeguard Scientifics Inc.,188 H ST,Savannah,Texas,743
711025,Express Scripts Inc.,108 PRESIDIO BLVD,Peoria,Kansas,83642
698142,Community Health Systems Inc.,14 PIXLEY ST,Hickory,Alaska,68670
175757,Tektronix Inc,38 WISCONSIN ST,GreenBay,Connecticut,55062
331481,Prudential Financial Inc.,97 ELLIOT ST,Lewisville,Georgia,61589
873220,Tower Automotive Inc.,31 ALICE B TOKLAS PL,Bloomington,New Hampshire,5143
612043,Eli Lilly and Company,193 LUNADO CT,Greensboro,Michigan,58273
416435,Level 3 Communications Inc.,130 WILLARD ST NORTHNORTH,Brownsville,Indiana,43242
674627,Carlisle Cos. Inc.,142 SAN JACINTO WAY,Naperville,Louisiana,57988
75863,RoadwayCorp,134 NELSON RISING LN,Bakersfield,Rhode Island,87502
802644,BJ Services Company,186 SANTA YNEZ AVE,Newburgh,Ohio,36061
878400,Level 3 Communications Inc.,128 ELDRIDGE ST,Salinas,Wyoming,79220
209973,Telephone & Data Systems Inc,60 AUGUSTA ST,Clearwater,North Dakota,23062
360786,United Auto Group Inc,174 THOMAS MORE WAY,Hagerstown,New York,49379
330189,Universal Corporation,114 NAYLOR ST,Green Bay,South Dakota,6202
282126,Beazer Homes USA,182 BROTHERHOOD WAY,Lakewood,Nevada,34442
643892,VF Corporation,139 CRAGS CT,Hollywood,Pennsylvania,34798
629996,TransMontaigne Inc,50 MARION PL,Aberdeen,Vermont,30192
916484,Peoples Energy Corp.,46 ADMIRAL AVE,New York,Missouri,61230
472,Pro-Fac Cooperative Inc.,92 BANNOCK ST,Pensacola,California,86214
303096,Airgas,74 JOHNSTONE DR,Lake Charles,Mississippi,82491
703924,Snap-On Inc,149 SCOTT ALY,St. Paul,California,44060
475,Vectren Corporation,43 HEMLOCK ST,Grand Prairie,Delaware,16199
480510,Supervalu Inc,76 COLLINGWOOD ST,Tempe,Arizona,75380
859238,Intel Corporation,25 HAVELOCK ST,Austin,Colorado,44560
8203,Riverwood Holding Inc.,151 SIXTH ST,Minneapolis,New Jersey,53426
423983,Pride International Inc,144 HOLLAND CT,Mission Viejo,Maryland,96746
705514,Southwest Gas Corp,113 BERCUT ACCESS RD,Punta Gorda,Michigan,86036
326090,GreenPoint Financial Corp.,94 I-280 S OFF RAMP,Grand Prairie,Wisconsin,69480
65757,TXU Corp,63 WASHBURN ST,Richmond,Mississippi,45689
14338,American Standard Companies Inc.,47 06TH HP AVE,El Monte,South Dakota,15154
470175,Southwest Gas Corp,11 ANKENY ST,Mobile,New Jersey,18646
737553,Federal Mogul Corp.,63 ESTERO AVE,Evansville,North Dakota,71306
682721,Zale Corporation,61 SPARROW ST,Victorville,Vermont,22800
487,Collins & Aikman Corp.,196 BIRD ST,Providence,California,23299
102133,Great Plains Energy Inc.,13 FIFTH ST,Springdale,Kentucky,16314
481655,Sanmina-SCI Inc,164 RHINE ST,Elk Grove,Mississippi,51570
370665,Alberto-Culver Company,43 KATE ST,Corona,Nebraska,91789
661874,The LTV Corporation,127 MAYFAIR DR,Hollywood,Illinois,94444
492,Dillard's Inc.,112 EXECUTIVE PARK BLVD,Burbank,Oregon,39707
985020,PerkinElmer Inc,24 WATER ST,Fitchburg,South Carolina,29876
494,EMC Corporation,38 MONTCLAIR TER,Tempe,South Dakota,50049
454903,Pioneer-Standard Electronics Inc.,83 ADAM ST,Worcester,Arizona,49406
337584,Dynegy Inc.,54 BRICE TER,Dallas,Louisiana,1932
443894,Becton,94 PENNY LN,Little Rock,Virginia,29436
709681,Agilent Technologies,61 KEZAR DR,Worcester,North Carolina,47832
171701,Autoliv,192 DE WOLF ST,Cathedral City,Texas,80046
